Date,Time,Total radiation irradiance,Wind Speed,Wind Direction,Temperature,Humidity,Power
2019/1/1,0:00:00,0,2.8,221,6.2,74.3,0
2019/1/1,0:15:00,0,2.8,221,6.2,75.3,0
2019/1/1,0:30:00,0,2.8,221,6.2,75.3,0
2019/1/1,0:45:00,0,2.8,220,6.2,75.3,0
2019/1/1,1:00:00,0,2.8,220,6.1,76.4,0
2019/1/1,1:15:00,0,2.8,220,6.1,77.4,0
2019/1/1,1:30:00,0,2.7,218,6,77.4,0
2019/1/1,1:45:00,0,2.7,217,6,78.5,0
2019/1/1,2:00:00,0,2.7,217,5.9,79.5,0
2019/1/1,2:15:00,0,2.7,216,5.8,80.5,0
2019/1/1,2:30:00,0,2.6,215,5.7,81.6,0
2019/1/1,2:45:00,0,2.5,216,5.6,82.6,0
2019/1/1,3:00:00,0,2.5,214,5.5,83.7,0
2019/1/1,3:15:00,0,2.4,213,5.4,84.7,0
2019/1/1,3:30:00,0,2.4,213,5.3,86.8,0
2019/1/1,3:45:00,0,2.4,212,5.1,87.9,0
2019/1/1,4:00:00,0,2.3,212,5,88.9,0
2019/1/1,4:15:00,0,2.3,212,4.8,91,0
2019/1/1,4:30:00,0,2.3,212,4.7,92.1,0
2019/1/1,4:45:00,0,2.3,212,4.5,93.1,0
2019/1/1,5:00:00,0,2.1,211,4.3,94.1,0
2019/1/1,5:15:00,0,2.1,211,4.1,95.2,0
2019/1/1,5:30:00,0,2.1,211,3.9,96.2,0
2019/1/1,5:45:00,0,2.1,211,3.7,96.2,0
2019/1/1,6:00:00,0,2.3,216,3.9,93.1,0
2019/1/1,6:15:00,0,2.2,217,3.7,93.1,0
2019/1/1,6:30:00,0,2.1,218,3.5,93.1,0
2019/1/1,6:45:00,0,2.1,218,3.3,93.1,0
2019/1/1,7:00:00,0,1.9,217,3.1,93.1,0
2019/1/1,7:15:00,0,1.9,219,3.1,93.1,0
2019/1/1,7:30:00,0,1.8,218,3.2,92.1,0
2019/1/1,7:45:00,0,1.7,218,3.2,92.1,0
2019/1/1,8:00:00,0,1.6,219,3.3,91,0
2019/1/1,8:15:00,19,1.6,219,3.5,88.9,0.94
2019/1/1,8:30:00,57,1.4,219,4,87.9,2.81
2019/1/1,8:45:00,95,1.3,221,4.4,86.8,4.68
2019/1/1,9:00:00,133,1.3,218,4.8,84.7,6.55
2019/1/1,9:15:00,173,1.2,218,5.4,82.6,8.52
2019/1/1,9:30:00,214,1.2,220,6.1,80.5,10.54
2019/1/1,9:45:00,255,1.2,220,6.7,78.5,12.56
2019/1/1,10:00:00,297,1.1,217,7.4,75.3,14.63
2019/1/1,10:15:00,337,1.1,222,8.1,73.2,16.6
2019/1/1,10:30:00,374,1.2,225,8.7,70.1,18.43
2019/1/1,10:45:00,411,1.3,230,9.3,68,20.25
2019/1/1,11:00:00,448,1.3,232,10,65.9,22.07
2019/1/1,11:15:00,480,1.5,233,10.6,62.8,23.65
2019/1/1,11:30:00,507,1.6,238,11,59.6,24.98
2019/1/1,11:45:00,535,1.9,239,11.5,57.5,26.36
2019/1/1,12:00:00,563,2.1,241,12,54.4,27.74
2019/1/1,12:15:00,583,2.4,242,12.4,51.3,28.73
2019/1/1,12:30:00,595,2.7,243,12.7,49.2,29.32
2019/1/1,12:45:00,607,3,245,13,47.1,29.91
2019/1/1,13:00:00,620,3.2,245,13.3,43.9,30.55
2019/1/1,13:15:00,617,3.5,246,13.5,42.9,30.4
2019/1/1,13:30:00,597,3.7,245,13.7,40.8,29.42
2019/1/1,13:45:00,578,3.9,245,13.9,38.7,28.48
2019/1/1,14:00:00,559,4.1,246,14,37.7,27.54
2019/1/1,14:15:00,534,4.3,244,14.2,36.6,26.31
2019/1/1,14:30:00,503,4.4,243,14.2,36.6,24.78
2019/1/1,14:45:00,472,4.5,243,14.2,35.6,23.26
2019/1/1,15:00:00,442,4.5,242,14.3,35.6,21.78
2019/1/1,15:15:00,414,4.6,240,14.3,35.6,20.4
2019/1/1,15:30:00,390,4.6,239,14.2,36.6,19.22
2019/1/1,15:45:00,365,4.6,238,14.2,37.7,17.98
2019/1/1,16:00:00,341,4.5,236,14.1,37.7,16.8
2019/1/1,16:15:00,311,4.4,234,13.9,38.7,15.32
2019/1/1,16:30:00,277,4.4,233,13.7,40.8,13.65
2019/1/1,16:45:00,243,4.3,231,13.5,41.8,11.97
2019/1/1,17:00:00,208,4.1,229,13.2,42.9,10.25
2019/1/1,17:15:00,175,4.1,227,12.9,45,8.62
2019/1/1,17:30:00,142,4.1,225,12.6,47.1,7
2019/1/1,17:45:00,110,4,223,12.2,49.2,5.42
2019/1/1,18:00:00,77,3.8,220,11.8,50.2,3.79
2019/1/1,18:15:00,53,3.8,219,11.4,52.3,2.61
2019/1/1,18:30:00,38,3.8,218,11,54.4,1.87
2019/1/1,18:45:00,23,3.6,216,10.6,55.4,1.13
2019/1/1,19:00:00,8,3.5,214,10.1,57.5,0.39
2019/1/1,19:15:00,0,3.5,213,9.7,59.6,0
2019/1/1,19:30:00,0,3.5,212,9.4,61.7,0
2019/1/1,19:45:00,0,3.4,210,9,62.8,0
2019/1/1,20:00:00,0,3.3,209,8.6,63.8,0
2019/1/1,20:15:00,0,3.2,208,8.3,65.9,0
2019/1/1,20:30:00,0,3.2,209,8.1,66.9,0
2019/1/1,20:45:00,0,3.2,208,7.9,66.9,0
2019/1/1,21:00:00,0,3.2,208,7.6,68,0
2019/1/1,21:15:00,0,3.1,208,7.5,69,0
2019/1/1,21:30:00,0,3.1,210,7.4,69,0
2019/1/1,21:45:00,0,3.1,211,7.3,69,0
2019/1/1,22:00:00,0,3.1,211,7.2,70.1,0
2019/1/1,22:15:00,0,3,212,7.1,71.1,0
2019/1/1,22:30:00,0,3,212,7,71.1,0
2019/1/1,22:45:00,0,3,214,6.9,71.1,0
2019/1/1,23:00:00,0,3,214,6.8,72.2,0
2019/1/1,23:15:00,0,3,214,6.7,73.2,0
2019/1/1,23:30:00,0,3,214,6.5,74.3,0
2019/1/1,23:45:00,0,3,213,6.4,75.3,0
2019/1/2,0:00:00,0,3,213,6.3,76.4,0
2019/1/2,0:15:00,0,3,213,6.1,77.4,0
2019/1/2,0:30:00,0,3,213,5.9,78.5,0
2019/1/2,0:45:00,0,3,211,5.8,80.5,0
2019/1/2,1:00:00,0,3,210,5.6,82.6,0
2019/1/2,1:15:00,0,3,210,5.5,83.7,0
2019/1/2,1:30:00,0,3,210,5.3,84.7,0
2019/1/2,1:45:00,0,3,208,5.2,86.8,0
2019/1/2,2:00:00,0,2.9,207,5.1,88.9,0
2019/1/2,2:15:00,0,2.9,207,5,90,0
2019/1/2,2:30:00,0,2.9,207,4.9,91,0
2019/1/2,2:45:00,0,2.8,208,4.8,93.1,0
2019/1/2,3:00:00,0,2.8,207,4.8,95.2,0
2019/1/2,3:15:00,0,2.8,207,4.7,96.2,0
2019/1/2,3:30:00,0,2.8,207,4.6,97.3,0
2019/1/2,3:45:00,0,2.7,207,4.6,99.4,0
2019/1/2,4:00:00,0,2.7,208,4.5,100,0
2019/1/2,4:15:00,0,2.7,209,4.4,100,0
2019/1/2,4:30:00,0,2.7,209,4.3,100,0
2019/1/2,4:45:00,0,2.7,209,4.2,100,0
2019/1/2,5:00:00,0,2.7,211,4.1,100,0
2019/1/2,5:15:00,0,2.8,212,3.9,100,0
2019/1/2,5:30:00,0,2.8,212,3.8,100,0
2019/1/2,5:45:00,0,2.9,211,3.7,100,0
2019/1/2,6:00:00,0,2.3,206,2.9,96.3,0
2019/1/2,6:15:00,0,2.4,205,2.7,97.3,0
2019/1/2,6:30:00,0,2.5,204,2.5,98.3,0
2019/1/2,6:45:00,0,2.6,205,2.4,98.3,0
2019/1/2,7:00:00,0,2.7,204,2.3,98.3,0
2019/1/2,7:15:00,0,2.7,204,2.3,98.3,0
2019/1/2,7:30:00,0,2.8,205,2.4,97.3,0
2019/1/2,7:45:00,0,2.8,205,2.5,96.2,0
2019/1/2,8:00:00,0,2.8,205,2.7,96.2,0
2019/1/2,8:15:00,18,2.8,205,2.9,94.1,0.88
2019/1/2,8:30:00,55,2.7,206,3.4,92.1,2.7
2019/1/2,8:45:00,92,2.7,207,3.8,90,4.52
2019/1/2,9:00:00,128,2.5,206,4.2,87.9,6.29
2019/1/2,9:15:00,166,2.4,207,4.7,85.8,8.16
2019/1/2,9:30:00,206,2.4,208,5.3,82.6,10.13
2019/1/2,9:45:00,246,2.3,209,6,80.5,12.09
2019/1/2,10:00:00,285,2.1,211,6.6,78.5,14.01
2019/1/2,10:15:00,327,2,213,7.2,75.3,16.08
2019/1/2,10:30:00,371,2,214,7.8,72.2,18.24
2019/1/2,10:45:00,414,1.9,216,8.4,70.1,20.35
2019/1/2,11:00:00,457,1.8,218,9,66.9,22.47
2019/1/2,11:15:00,497,1.8,222,9.6,63.8,24.43
2019/1/2,11:30:00,534,1.8,222,10,61.7,26.25
2019/1/2,11:45:00,571,1.8,225,10.4,59.6,28.07
2019/1/2,12:00:00,608,1.8,228,10.9,56.5,29.89
2019/1/2,12:15:00,633,1.8,230,11.3,54.4,31.12
2019/1/2,12:30:00,647,1.9,231,11.6,52.3,31.81
2019/1/2,12:45:00,660,2,231,12,50.2,32.45
2019/1/2,13:00:00,675,2.1,232,12.3,48.1,33.18
2019/1/2,13:15:00,682,2.1,232,12.5,47.1,33.53
2019/1/2,13:30:00,682,2.3,232,12.7,45,33.53
2019/1/2,13:45:00,681,2.4,231,13,42.9,33.48
2019/1/2,14:00:00,680,2.5,232,13.2,41.8,33.43
2019/1/2,14:15:00,671,2.7,232,13.4,40.8,32.99
2019/1/2,14:30:00,653,2.7,232,13.6,39.7,32.1
2019/1/2,14:45:00,636,2.9,230,13.7,38.7,31.27
2019/1/2,15:00:00,618,3,229,13.9,37.7,30.38
2019/1/2,15:15:00,592,3.2,229,14.1,36.6,29.1
2019/1/2,15:30:00,557,3.2,227,14.2,35.6,27.38
2019/1/2,15:45:00,522,3.3,227,14.2,35.6,25.66
2019/1/2,16:00:00,487,3.5,226,14.3,35.6,23.94
2019/1/2,16:15:00,446,3.6,224,14.3,35.6,21.93
2019/1/2,16:30:00,400,3.7,223,14.1,35.6,19.66
2019/1/2,16:45:00,353,3.7,224,14,35.6,17.35
2019/1/2,17:00:00,305,3.9,223,14,36.7,14.99
2019/1/2,17:15:00,258,3.8,223,13.6,37.7,12.68
2019/1/2,17:30:00,211,3.7,223,13.2,38.7,10.37
2019/1/2,17:45:00,164,3.7,223,12.9,40.8,8.06
2019/1/2,18:00:00,116,3.7,223,12.5,41.8,5.7
2019/1/2,18:15:00,81,3.6,223,12.1,42.9,3.98
2019/1/2,18:30:00,58,3.5,222,11.6,45,2.85
2019/1/2,18:45:00,35,3.5,223,11.2,47.1,1.72
2019/1/2,19:00:00,12,3.3,223,10.8,48.1,0.59
2019/1/2,19:15:00,0,3.2,223,10.3,50.2,0
2019/1/2,19:30:00,0,3.2,223,9.9,51.3,0
2019/1/2,19:45:00,0,3.1,223,9.4,53.3,0
2019/1/2,20:00:00,0,3,223,9,55.4,0
2019/1/2,20:15:00,0,3,223,8.7,56.5,0
2019/1/2,20:30:00,0,3.1,222,8.5,57.5,0
2019/1/2,20:45:00,0,3.2,221,8.3,58.6,0
2019/1/2,21:00:00,0,3.1,220,8,59.6,0
2019/1/2,21:15:00,0,3.2,219,7.9,60.7,0
2019/1/2,21:30:00,0,3.2,219,7.8,60.7,0
2019/1/2,21:45:00,0,3.3,219,7.7,60.7,0
2019/1/2,22:00:00,0,3.4,217,7.6,61.7,0
2019/1/2,22:15:00,0,3.5,216,7.5,61.7,0
2019/1/2,22:30:00,0,3.5,216,7.5,62.8,0
2019/1/2,22:45:00,0,3.6,215,7.4,62.8,0
2019/1/2,23:00:00,0,3.7,214,7.4,62.8,0
2019/1/2,23:15:00,0,3.7,214,7.4,62.8,0
2019/1/2,23:30:00,0,3.7,214,7.4,63.8,0
2019/1/2,23:45:00,0,3.7,214,7.3,64.9,0
2019/1/3,0:00:00,0,3.7,213,7.2,64.9,0
2019/1/3,0:15:00,0,3.7,213,7.2,65.9,0
2019/1/3,0:30:00,0,3.7,213,7.1,66.9,0
2019/1/3,0:45:00,0,3.6,212,7,68,0
2019/1/3,1:00:00,0,3.6,212,6.9,69,0
2019/1/3,1:15:00,0,3.6,212,6.8,70.1,0
2019/1/3,1:30:00,0,3.5,213,6.7,71.1,0
2019/1/3,1:45:00,0,3.5,213,6.6,72.2,0
2019/1/3,2:00:00,0,3.5,212,6.6,74.3,0
2019/1/3,2:15:00,0,3.4,213,6.5,75.3,0
2019/1/3,2:30:00,0,3.4,213,6.4,77.4,0
2019/1/3,2:45:00,0,3.3,212,6.4,78.5,0
2019/1/3,3:00:00,0,3.3,212,6.3,80.5,0
2019/1/3,3:15:00,0,3.3,212,6.2,82.6,0
2019/1/3,3:30:00,0,3.3,212,6.1,84.7,0
2019/1/3,3:45:00,0,3.3,213,6,86.8,0
2019/1/3,4:00:00,0,3.3,213,5.9,87.9,0
2019/1/3,4:15:00,0,3.3,213,5.8,90,0
2019/1/3,4:30:00,0,3.4,214,5.7,91,0
2019/1/3,4:45:00,0,3.5,214,5.5,93.1,0
2019/1/3,5:00:00,0,3.5,214,5.4,95.2,0
2019/1/3,5:15:00,0,3.5,214,5.2,96.2,0
2019/1/3,5:30:00,0,3.5,214,5.1,96.2,0
2019/1/3,5:45:00,0,3.6,215,4.9,97.3,0
2019/1/3,6:00:00,0,3.5,216,5.1,96.2,0
2019/1/3,6:15:00,0,3.5,216,5,96.2,0
2019/1/3,6:30:00,0,3.5,216,4.9,96.2,0
2019/1/3,6:45:00,0,3.5,217,4.8,96.2,0
2019/1/3,7:00:00,0,3.5,218,4.7,95.2,0
2019/1/3,7:15:00,0,3.5,218,4.7,95.2,0
2019/1/3,7:30:00,0,3.4,219,4.8,93.1,0
2019/1/3,7:45:00,0,3.4,219,4.8,92.1,0
2019/1/3,8:00:00,0,3.3,220,4.9,91,0
2019/1/3,8:15:00,19,3.3,220,5.1,88.9,0.93
2019/1/3,8:30:00,56,3.2,221,5.4,86.8,2.75
2019/1/3,8:45:00,92,3.2,221,5.8,84.7,4.51
2019/1/3,9:00:00,129,3.1,222,6.2,81.6,6.33
2019/1/3,9:15:00,167,3,223,6.6,79.5,8.19
2019/1/3,9:30:00,207,3,224,7.1,76.4,10.15
2019/1/3,9:45:00,247,3,225,7.6,73.2,12.11
2019/1/3,10:00:00,287,2.9,226,8.1,70.1,14.08
2019/1/3,10:15:00,324,2.9,228,8.6,66.9,15.89
2019/1/3,10:30:00,360,3,230,9.1,63.8,17.66
2019/1/3,10:45:00,394,3,231,9.7,61.7,19.32
2019/1/3,11:00:00,428,3,233,10.2,58.6,20.99
2019/1/3,11:15:00,457,3.2,234,10.6,55.4,22.41
2019/1/3,11:30:00,481,3.5,235,11,53.3,23.59
2019/1/3,11:45:00,505,3.7,236,11.4,51.3,24.77
2019/1/3,12:00:00,529,4,238,11.8,48.1,25.94
2019/1/3,12:15:00,547,4.2,239,12.1,46,26.83
2019/1/3,12:30:00,559,4.5,240,12.4,45,27.42
2019/1/3,12:45:00,571,4.8,239,12.7,42.9,28
2019/1/3,13:00:00,583,5.1,240,12.9,40.8,28.59
2019/1/3,13:15:00,584,5.4,241,13.1,39.7,28.64
2019/1/3,13:30:00,574,5.6,242,13.3,38.7,28.15
2019/1/3,13:45:00,564,5.8,242,13.5,37.7,27.66
2019/1/3,14:00:00,553,6,242,13.6,36.6,27.12
2019/1/3,14:15:00,537,6.1,243,13.8,35.6,26.34
2019/1/3,14:30:00,514,6.1,243,13.8,35.6,25.21
2019/1/3,14:45:00,492,6.2,243,13.9,35.6,24.13
2019/1/3,15:00:00,469,6.3,244,14,34.5,23
2019/1/3,15:15:00,444,6.3,244,14,35.6,21.78
2019/1/3,15:30:00,418,6.1,244,14,35.6,20.5
2019/1/3,15:45:00,392,6,244,13.9,35.6,19.22
2019/1/3,16:00:00,366,5.9,244,13.8,36.6,17.95
2019/1/3,16:15:00,337,5.8,244,13.7,37.7,16.53
2019/1/3,16:30:00,304,5.5,243,13.5,38.7,14.91
2019/1/3,16:45:00,271,5.4,242,13.4,40.8,13.29
2019/1/3,17:00:00,240,5.3,242,13.4,40.8,11.77
2019/1/3,17:15:00,204,5.1,240,13,42.9,10
2019/1/3,17:30:00,168,4.9,238,12.6,45,8.24
2019/1/3,17:45:00,132,4.7,236,12.2,47.1,6.47
2019/1/3,18:00:00,95,4.6,233,11.9,48.1,4.66
2019/1/3,18:15:00,68,4.4,231,11.5,50.2,3.34
2019/1/3,18:30:00,48,4.4,228,11.1,52.3,2.35
2019/1/3,18:45:00,29,4.2,224,10.7,53.3,1.42
2019/1/3,19:00:00,10,4.2,221,10.3,55.4,0.49
2019/1/3,19:15:00,0,4.1,218,9.9,57.5,0
2019/1/3,19:30:00,0,4.1,215,9.6,59.6,0
2019/1/3,19:45:00,0,4.1,213,9.2,60.7,0
2019/1/3,20:00:00,0,4.1,210,8.8,61.7,0
2019/1/3,20:15:00,0,4.1,209,8.5,63.8,0
2019/1/3,20:30:00,0,4.1,208,8.3,64.9,0
2019/1/3,20:45:00,0,4.1,208,8,64.9,0
2019/1/3,21:00:00,0,4.1,208,7.7,65.9,0
2019/1/3,21:15:00,0,4.1,208,7.6,66.9,0
2019/1/3,21:30:00,0,4.1,208,7.5,66.9,0
2019/1/3,21:45:00,0,4.1,209,7.3,66.9,0
2019/1/3,22:00:00,0,4.1,210,7.2,68,0
2019/1/3,22:15:00,0,4.1,212,7.1,69,0
2019/1/3,22:30:00,0,4.1,213,7,69,0
2019/1/3,22:45:00,0,4.1,213,6.9,70.1,0
2019/1/3,23:00:00,0,4.1,215,6.8,71.1,0
2019/1/3,23:15:00,0,4,215,6.7,72.2,0
2019/1/3,23:30:00,0,4,216,6.6,73.2,0
2019/1/3,23:45:00,0,4,216,6.5,74.3,0
2019/1/4,0:00:00,0,4,217,6.4,75.3,0
2019/1/4,0:15:00,0,4,217,6.3,76.4,0
2019/1/4,0:30:00,0,4,217,6.2,78.5,0
2019/1/4,0:45:00,0,4,217,6.1,79.5,0
2019/1/4,1:00:00,0,4,217,6,80.5,0
2019/1/4,1:15:00,0,4,217,5.9,82.6,0
2019/1/4,1:30:00,0,4,216,5.8,83.7,0
2019/1/4,1:45:00,0,4,216,5.7,84.7,0
2019/1/4,2:00:00,0,4,216,5.6,86.8,0
2019/1/4,2:15:00,0,4,216,5.5,87.9,0
2019/1/4,2:30:00,0,4,216,5.4,88.9,0
2019/1/4,2:45:00,0,4.1,215,5.3,90,0
2019/1/4,3:00:00,0,4.1,215,5.2,91,0
2019/1/4,3:15:00,0,4.1,215,5.1,92.1,0
2019/1/4,3:30:00,0,4.1,215,5,92.1,0
2019/1/4,3:45:00,0,4.1,215,4.9,93.1,0
2019/1/4,4:00:00,0,4.1,215,4.8,94.1,0
2019/1/4,4:15:00,0,4.1,215,4.7,94.1,0
2019/1/4,4:30:00,0,4.1,215,4.6,95.2,0
2019/1/4,4:45:00,0,4,216,4.5,96.2,0
2019/1/4,5:00:00,0,4,216,4.4,96.2,0
2019/1/4,5:15:00,0,4,216,4.3,96.2,0
2019/1/4,5:30:00,0,4,216,4.2,96.2,0
2019/1/4,5:45:00,0,3.9,216,4.1,96.2,0
2019/1/4,6:00:00,0,3.8,217,4.3,93.1,0
2019/1/4,6:15:00,0,3.8,218,4.2,93.1,0
2019/1/4,6:30:00,0,3.8,219,4.1,93.1,0
2019/1/4,6:45:00,0,3.8,220,4,92.1,0
2019/1/4,7:00:00,0,3.8,220,3.9,92.1,0
2019/1/4,7:15:00,0,3.8,220,3.9,92.1,0
2019/1/4,7:30:00,0,3.8,220,4,91,0
2019/1/4,7:45:00,0,3.7,220,4,90,0
2019/1/4,8:00:00,0,3.7,220,4.1,88.9,0
2019/1/4,8:15:00,19,3.7,220,4.3,86.8,0.93
2019/1/4,8:30:00,56,3.6,219,4.7,84.7,2.74
2019/1/4,8:45:00,93,3.5,219,5,82.6,4.55
2019/1/4,9:00:00,130,3.5,220,5.4,80.5,6.36
2019/1/4,9:15:00,168,3.4,219,5.9,78.5,8.22
2019/1/4,9:30:00,208,3.4,219,6.4,75.3,10.18
2019/1/4,9:45:00,249,3.4,218,6.9,72.2,12.18
2019/1/4,10:00:00,289,3.3,219,7.5,70.1,14.14
2019/1/4,10:15:00,327,3.3,220,8,66.9,16
2019/1/4,10:30:00,364,3.4,221,8.5,63.8,17.81
2019/1/4,10:45:00,399,3.5,222,9.1,61.7,19.52
2019/1/4,11:00:00,435,3.5,223,9.6,58.6,21.28
2019/1/4,11:15:00,466,3.7,224,10,55.4,22.8
2019/1/4,11:30:00,493,3.8,227,10.4,53.3,24.12
2019/1/4,11:45:00,520,4.1,229,10.8,51.3,25.44
2019/1/4,12:00:00,546,4.3,231,11.1,48.1,26.71
2019/1/4,12:15:00,565,4.5,232,11.5,47.1,27.64
2019/1/4,12:30:00,577,4.8,233,11.7,45,28.23
2019/1/4,12:45:00,590,5.1,234,12,42.9,28.86
2019/1/4,13:00:00,602,5.3,235,12.3,41.8,29.45
2019/1/4,13:15:00,603,5.6,236,12.5,40.8,29.5
2019/1/4,13:30:00,594,5.8,237,12.7,38.7,29.06
2019/1/4,13:45:00,584,6,236,12.9,37.7,28.57
2019/1/4,14:00:00,574,6.2,237,13,36.6,28.08
2019/1/4,14:15:00,558,6.3,236,13.2,35.6,27.3
2019/1/4,14:30:00,535,6.3,236,13.3,34.5,26.17
2019/1/4,14:45:00,512,6.3,235,13.5,33.5,25.05
2019/1/4,15:00:00,490,6.4,234,13.6,33.5,23.97
2019/1/4,15:15:00,465,6.3,233,13.6,32.4,22.75
2019/1/4,15:30:00,437,6.2,232,13.7,32.4,21.38
2019/1/4,15:45:00,410,6.1,230,13.8,31.4,20.06
2019/1/4,16:00:00,383,6,228,13.8,31.4,18.74
2019/1/4,16:15:00,355,5.9,228,13.8,31.4,17.37
2019/1/4,16:30:00,326,5.8,226,13.7,32.4,15.95
2019/1/4,16:45:00,298,5.6,224,13.6,33.5,14.58
2019/1/4,17:00:00,276,5.6,222,13.6,33.4,13.5
2019/1/4,17:15:00,236,5.4,221,13.3,34.5,11.55
2019/1/4,17:30:00,196,5.2,220,13,35.6,9.59
2019/1/4,17:45:00,157,5.2,219,12.7,36.6,7.68
2019/1/4,18:00:00,117,5,218,12.5,37.7,5.72
2019/1/4,18:15:00,85,4.9,218,12.1,38.7,4.16
2019/1/4,18:30:00,61,4.8,218,11.8,39.7,2.98
2019/1/4,18:45:00,36,4.7,219,11.4,40.8,1.76
2019/1/4,19:00:00,12,4.7,219,11,42.9,0.59
2019/1/4,19:15:00,0,4.5,218,10.7,43.9,0
2019/1/4,19:30:00,0,4.4,219,10.4,45,0
2019/1/4,19:45:00,0,4.4,220,10,47.1,0
2019/1/4,20:00:00,0,4.4,219,9.7,48.1,0
2019/1/4,20:15:00,0,4.4,220,9.4,49.2,0
2019/1/4,20:30:00,0,4.4,220,9.3,50.2,0
2019/1/4,20:45:00,0,4.4,220,9.1,51.3,0
2019/1/4,21:00:00,0,4.4,221,8.9,52.3,0
2019/1/4,21:15:00,0,4.4,222,8.8,53.3,0
2019/1/4,21:30:00,0,4.5,221,8.7,54.4,0
2019/1/4,21:45:00,0,4.5,221,8.6,55.4,0
2019/1/4,22:00:00,0,4.6,222,8.5,56.5,0
2019/1/4,22:15:00,0,4.6,222,8.4,57.5,0
2019/1/4,22:30:00,0,4.6,222,8.3,58.6,0
2019/1/4,22:45:00,0,4.6,222,8.2,58.6,0
2019/1/4,23:00:00,0,4.7,223,8.1,59.6,0
2019/1/4,23:15:00,0,4.7,223,7.9,60.7,0
2019/1/4,23:30:00,0,4.6,224,7.8,60.7,0
2019/1/4,23:45:00,0,4.5,224,7.7,61.7,0
2019/1/5,0:00:00,0,4.5,224,7.5,62.8,0
2019/1/5,0:15:00,0,4.4,224,7.3,63.8,0
2019/1/5,0:30:00,0,4.4,225,7.1,64.9,0
2019/1/5,0:45:00,0,4.4,226,7,65.9,0
2019/1/5,1:00:00,0,4.2,226,6.8,66.9,0
2019/1/5,1:15:00,0,4.2,226,6.6,68,0
2019/1/5,1:30:00,0,4,227,6.5,69,0
2019/1/5,1:45:00,0,3.9,229,6.3,70.1,0
2019/1/5,2:00:00,0,3.8,230,6.1,71.1,0
2019/1/5,2:15:00,0,3.8,230,6,72.2,0
2019/1/5,2:30:00,0,3.7,232,5.9,73.2,0
2019/1/5,2:45:00,0,3.5,232,5.7,74.3,0
2019/1/5,3:00:00,0,3.5,233,5.6,76.4,0
2019/1/5,3:15:00,0,3.5,234,5.5,77.4,0
2019/1/5,3:30:00,0,3.5,235,5.3,78.5,0
2019/1/5,3:45:00,0,3.3,237,5.2,80.5,0
2019/1/5,4:00:00,0,3.3,238,5.1,82.6,0
2019/1/5,4:15:00,0,3.2,239,4.9,83.7,0
2019/1/5,4:30:00,0,3.2,239,4.7,84.7,0
2019/1/5,4:45:00,0,3.1,240,4.5,85.8,0
2019/1/5,5:00:00,0,3,241,4.3,86.8,0
2019/1/5,5:15:00,0,3,242,4.1,87.9,0
2019/1/5,5:30:00,0,2.8,241,3.8,87.9,0
2019/1/5,5:45:00,0,2.7,240,3.4,87.9,0
2019/1/5,6:00:00,0,2,240,2.3,85.8,0
2019/1/5,6:15:00,0,1.8,240,2.2,85.8,0
2019/1/5,6:30:00,0,1.6,240,2.1,85.8,0
2019/1/5,6:45:00,0,1.5,240,1.9,84.7,0
2019/1/5,7:00:00,0,1.4,238,1.7,83.7,0
2019/1/5,7:15:00,0,1.3,239,1.7,82.6,0
2019/1/5,7:30:00,0,1.1,238,1.8,80.5,0
2019/1/5,7:45:00,0,1,234,1.9,79.5,0
2019/1/5,8:00:00,0,0.9,235,2.1,77.4,0
2019/1/5,8:15:00,21,0.8,236,2.4,75.3,1.02
2019/1/5,8:30:00,62,0.7,238,2.9,72.2,3.02
2019/1/5,8:45:00,103,0.6,240,3.5,69,5.03
2019/1/5,9:00:00,144,0.5,243,4.1,65.9,7.03
2019/1/5,9:15:00,186,0.4,248,4.7,62.8,9.08
2019/1/5,9:30:00,230,0.3,256,5.5,58.6,11.22
2019/1/5,9:45:00,274,0.2,270,6.3,55.4,13.37
2019/1/5,10:00:00,318,0.2,315,7.1,52.3,15.52
2019/1/5,10:15:00,363,0.2,342,7.9,49.2,17.71
2019/1/5,10:30:00,408,0.2,0,8.6,46,19.91
2019/1/5,10:45:00,453,0.2,0,9.4,42.9,22.11
2019/1/5,11:00:00,497,0.3,0,10.2,40.8,24.25
2019/1/5,11:15:00,537,0.3,14,10.8,38.7,26.2
2019/1/5,11:30:00,574,0.3,14,11.3,36.6,28.01
2019/1/5,11:45:00,611,0.2,18,11.9,35.6,29.82
2019/1/5,12:00:00,647,0.3,34,12.4,34.5,31.57
2019/1/5,12:15:00,673,0.3,34,12.8,33.5,32.84
2019/1/5,12:30:00,688,0.2,45,13.1,33.5,33.57
2019/1/5,12:45:00,703,0.1,90,13.4,33.5,34.3
2019/1/5,13:00:00,717,0.1,135,13.8,32.4,34.99
2019/1/5,13:15:00,724,0.1,153,14,32.4,35.33
2019/1/5,13:30:00,723,0.3,180,14.3,32.4,35.28
2019/1/5,13:45:00,722,0.4,180,14.5,31.4,35.23
2019/1/5,14:00:00,721,0.5,188,14.7,31.4,35.18
2019/1/5,14:15:00,711,0.7,193,14.9,31.4,34.7
2019/1/5,14:30:00,692,0.9,200,15.1,30.3,33.77
2019/1/5,14:45:00,672,1.1,200,15.3,29.3,32.79
2019/1/5,15:00:00,652,1.3,204,15.5,29.3,31.82
2019/1/5,15:15:00,624,1.6,205,15.7,28.2,30.45
